BOUNDARIES, ELEMENTS
    120  6572   6625   8056   8003    6240
    121  6625   6678   8109   8056    6292
    122  6678   6731   8162   8109    6344
    123  6731   6784   8215   8162    6396
    124  6784   6837   8268   8215    6448
    125  6837   6890   8321   8268    6500
    126  6890   6943   8374   8321    6552
    127  6943   6996   8427   8374    6604
    128  6996   7049   8480   8427    6656
    129  7049   7102   8533   8480    6708
    130  7102   7155   8586   8533    6760
    131  7260   7261   8692   8691    6812
    132  7261   7314   8745   8692    6864
    133  7314   7367   8798   8745    6916
    134  7367   7420   8851   8798    6968
    135  7420   7473   8904   8851    7020
    136  7473   7526   8957   8904    7072
    137  7526   7579   9010   8957    7124
    138  7579   7632   9063   9010    7176
    139  7632   7685   9116   9063    7228
    140  7685   7738   9169   9116    7280
    141  7738   7791   9222   9169    7332
    142  7791   7844   9275   9222    7384
    143  7844   7897   9328   9275    7436
    144  7897   7950   9381   9328    7488
    145  7950   8003   9434   9381    7540
    146  8003   8056   9487   9434    7592
    147  8056   8109   9540   9487    7644
    148  8109   8162   9593   9540    7696
    149  8162   8215   9646   9593    7748
    150  8215   8268   9699   9646    7800
    151  8268   8321   9752   9699    7852
    152  8321   8374   9805   9752    7904
    153  8374   8427   9858   9805    7956
    154  8427   8480   9911   9858    8008
    155  8480   8533   9964   9911    8060
    156  8533   8586   10017   9964    8112
    157  1   1432   1435   4    1
    158  4   1435   1539   108    53
    159  108   1539   1592   161    105
    160  161   1592   1645   214    157
    161  214   1645   1698   267    209
    162  267   1698   1751   320    261
    163  320   1751   1804   373    313
    164  373   1804   1857   426    365
    165  426   1857   1910   479    417
    166  479   1910   1963   532    469
    167  532   1963   2016   585    521
    168  585   2016   2069   638    573
    169  638   2069   2122   691    625
    170  691   2122   2175   744    677
    171  744   2175   2228   797    729
    172  797   2228   2281   850    781
    173  850   2281   2334   903    833
    174  903   2334   2387   956    885
    175  956   2387   2440   1009    937
    176  1009   2440   2493   1062    989
    177  1062   2493   2546   1115    1041
    178  1115   2546   2599   1168    1093
    179  1168   2599   2652   1221    1145
    180  1221   2652   2705   1274    1197
    181  1274   2705   2758   1327    1249
    182  1327   2758   2811   1380    1301
    183  1432   2863   2866   1435    1353
    184  1435   2866   2970   1539    1405
    185  1539   2970   3023   1592    1457
    186  1592   3023   3076   1645    1509
    187  1645   3076   3129   1698    1561
    188  1698   3129   3182   1751    1613
    189  1751   3182   3235   1804    1665
    190  1804   3235   3288   1857    1717
    191  1857   3288   3341   1910    1769
    192  1910   3341   3394   1963    1821
    193  1963   3394   3447   2016    1873
    194  2016   3447   3500   2069    1925
    195  2069   3500   3553   2122    1977
    196  2122   3553   3606   2175    2029
    197  2175   3606   3659   2228    2081
    198  2228   3659   3712   2281    2133
    199  2281   3712   3765   2334    2185
    200  2334   3765   3818   2387    2237
    201  2387   3818   3871   2440    2289
    202  2440   3871   3924   2493    2341
    203  2493   3924   3977   2546    2393
    204  2546   3977   4030   2599    2445
    205  2599   4030   4083   2652    2497
    206  2652   4083   4136   2705    2549
    207  2705   4136   4189   2758    2601
    208  2758   4189   4242   2811    2653
    209  2863   4294   4297   2866    2705
    210  2866   4297   4401   2970    2757
    211  2970   4401   4454   3023    2809
    212  3023   4454   4507   3076    2861
    213  3076   4507   4560   3129    2913
    214  3129   4560   4613   3182    2965
    215  3182   4613   4666   3235    3017
    216  3235   4666   4719   3288    3069
    217  3288   4719   4772   3341    3121
    218  3341   4772   4825   3394    3173
    219  3394   4825   4878   3447    3225
    220  3447   4878   4931   3500    3277
    221  3500   4931   4984   3553    3329
    222  3553   4984   5037   3606    3381
    223  3606   5037   5090   3659    3433
    224  3659   5090   5143   3712    3485
    225  3712   5143   5196   3765    3537
    226  3765   5196   5249   3818    3589
    227  3818   5249   5302   3871    3641
    228  3871   5302   5355   3924    3693
    229  3924   5355   5408   3977    3745
    230  3977   5408   5461   4030    3797
    231  4030   5461   5514   4083    3849
    232  4083   5514   5567   4136    3901
    233  4136   5567   5620   4189    3953
    234  4189   5620   5673   4242    4005
    235  4294   5725   5728   4297    4057
    236  4297   5728   5832   4401    4109
    237  4401   5832   5885   4454    4161
    238  4454   5885   5938   4507    4213
    239  4507   5938   5991   4560    4265
    240  4560   5991   6044   4613    4317
    241  4613   6044   6097   4666    4369
    242  4666   6097   6150   4719    4421
    243  4719   6150   6203   4772    4473
    244  4772   6203   6256   4825    4525
    245  4825   6256   6309   4878    4577
    246  4878   6309   6362   4931    4629
    247  4931   6362   6415   4984    4681
    248  4984   6415   6468   5037    4733
    249  5037   6468   6521   5090    4785
    250  5090   6521   6574   5143    4837
    251  5143   6574   6627   5196    4889
    252  5196   6627   6680   5249    4941
    253  5249   6680   6733   5302    4993
    254  5302   6733   6786   5355    5045
    255  5355   6786   6839   5408    5097
    256  5408   6839   6892   5461    5149
    257  5461   6892   6945   5514    5201
    258  5514   6945   6998   5567    5253
    259  5567   6998   7051   5620    5305
    260  5620   7051   7104   5673    5357
    261  5725   7156   7159   5728    5409
    262  5728   7159   7263   5832    5461
    263  5832   7263   7316   5885    5513
    264  5885   7316   7369   5938    5565
    265  5938   7369   7422   5991    5617
    266  5991   7422   7475   6044    5669
    267  6044   7475   7528   6097    5721
    268  6097   7528   7581   6150    5773
    269  6150   7581   7634   6203    5825
    270  6203   7634   7687   6256    5877
    271  6256   7687   7740   6309    5929
    272  6309   7740   7793   6362    5981
    273  6362   7793   7846   6415    6033
    274  6415   7846   7899   6468    6085
    275  6468   7899   7952   6521    6137
    276  6521   7952   8005   6574    6189
    277  6574   8005   8058   6627    6241
    278  6627   8058   8111   6680    6293
    279  6680   8111   8164   6733    6345
    280  6733   8164   8217   6786    6397
    281  6786   8217   8270   6839    6449
    282  6839   8270   8323   6892    6501
    283  6892   8323   8376   6945    6553
    284  6945   8376   8429   6998    6605
    285  6998   8429   8482   7051    6657
    286  7051   8482   8535   7104    6709
    287  7156   8587   8590   7159    6761
    288  7159   8590   8694   7263    6813
    289  7263   8694   8747   7316    6865
    290  7316   8747   8800   7369    6917
    291  7369   8800   8853   7422    6969
    292  7422   8853   8906   7475    7021
    293  7475   8906   8959   7528    7073
    294  7528   8959   9012   7581    7125
    295  7581   9012   9065   7634    7177
    296  7634   9065   9118   7687    7229
    297  7687   9118   9171   7740    7281
    298  7740   9171   9224   7793    7333
    299  7793   9224   9277   7846    7385
    300  7846   9277   9330   7899    7437
    301  7899   9330   9383   7952    7489
    302  7952   9383   9436   8005    7541
    303  8005   9436   9489   8058    7593
    304  8058   9489   9542   8111    7645
    305  8111   9542   9595   8164    7697
    306  8164   9595   9648   8217    7749
    307  8217   9648   9701   8270    7801
    308  8270   9701   9754   8323    7853
    309  8323   9754   9807   8376    7905
    310  8376   9807   9860   8429    7957
    311  8429   9860   9913   8482    8009
